name,longitude,latitude
Machilus sp.,120.7188867,23.49175833
Machilus sp.,120.487243,23.475115
Machilus sp.,120.487243,23.475115
Machilus sp.,121.5196317,24.166045
Machilus sp.,120.4891883,23.47969167
Machilus sp.,120.4897511,23.47411331
Machilus sp.,121.3404702,24.98427788
Machilus sp.,121.6416355,25.217476
Machilus sp.,120.4898217,23.475125
Machilus sp.,121.5337133,25.17433
Machilus sp.,120.737205,22.410955
Machilus sp.,120.7157148,23.001952
Machilus sp.,120.4327144,23.4962996
Machilus sp.,121.1298008,24.81287103
Machilus sp.,120.4848633,23.47403333
Machilus sp.,120.47885,23.46672167
Machilus sp.,120.4901577,23.47480907
Machilus sp.,120.9001544,23.86310344
Machilus sp.,120.7873705,23.90384614
Machilus sp.,120.6324804,23.69910103
Machilus sp.,120.6227308,23.71046828
Machilus sp.,120.6223278,23.71035845
Machilus sp.,121.174464,24.8519325
Machilus sp.,121.1750098,24.8518468
Machilus sp.,121.1742289,24.85286314
Machilus sp.,120.943308,24.279218
Machilus sp.,121.7451778,24.60498889
Machilus sp.,121.8031328,24.61600635
Machilus sp.,120.9212583,23.84290167
Machilus sp.,121.7876358,25.04875565
Machilus sp.,121.744606,25.0428524
Machilus sp.,121.1313858,24.75444412
Machilus sp.,121.503952,25.15528297
Machilus sp.,121.5904013,24.7600978
Machilus sp.,120.4969425,23.25904688
Machilus sp.,120.4990024,23.26344298
Machilus sp.,120.4988823,23.26335625
Machilus sp.,121.6217667,25.09527167
Machilus sp.,121.5216367,25.1427555
Machilus sp.,120.5491333,23.88129667
Machilus sp.,121.5154317,25.17877833
Machilus sp.,120.9821445,24.79216789
Machilus sp.,120.7159555,23.4982809
Machilus sp.,121.5966633,25.09201667
Machilus sp.,120.71768,23.49893333
Machilus sp.,121.147991,24.749867
Machilus sp.,121.503983,25.154895
Machilus sp.,121.6205667,24.96722
Machilus sp.,121.4714051,24.65268902
Machilus sp.,121.0169047,22.82152773
Machilus sp.,121.0164863,22.82154751
Machilus sp.,121.2920618,24.54951253
Machilus sp.,121.2915545,24.54457271
Machilus sp.,121.2920359,24.54901046
Machilus sp.,121.591044,25.02990285
Machilus sp.,120.6677586,24.15807674
Machilus sp.,120.6676849,24.15810108
Machilus sp.,120.6676621,24.15813833
Machilus sp.,120.6678294,24.1583653
Machilus sp.,120.6676584,24.15812015
Machilus sp.,120.6678728,24.1587436
Machilus sp.,120.6676534,24.15810297
Machilus sp.,120.6684365,24.15813154
Machilus sp.,120.6684571,24.15809758
Machilus sp.,121.8130633,24.63198833
Machilus sp.,120.6684488,24.15720716
Machilus sp.,120.6683453,24.15725457
Machilus sp.,120.6684349,24.1572158
Machilus sp.,121.5733636,25.10875541
Machilus sp.,120.6755712,23.479786
Machilus sp.,121.6209033,24.96734667
Machilus sp.,121.0222377,22.81780259
Machilus sp.,120.4963917,22.78441167
Machilus sp.,121.6221924,24.96714783
Machilus sp.,120.8375848,22.24424796
Machilus sp.,120.8010583,23.8276001
Machilus sp.,121.5904985,24.76048946
Machilus sp.,121.5904985,24.76048946
Machilus sp.,121.5254988,25.1833865
Machilus sp.,121.5926148,25.1323019
Machilus sp.,121.5572222,25.01527778
Machilus sp.,121.5575,25.015
Machilus sp.,121.5572222,25.01694444
Machilus sp.,121.384025,24.99530833
Machilus sp.,121.384738,25.03282138
Machilus sp.,121.55658,25.16695061
Machilus sp.,121.525238,25.18608665
Machilus sp.,121.523674,25.18647957
Machilus sp.,121.156252,23.059817
Machilus sp.,121.5160904,23.9203205
Machilus sp.,120.5195467,23.31137667
Machilus sp.,120.7908269,24.23468617
Machilus sp.,120.7661099,24.26101822
Machilus sp.,121.0273872,24.64912722
Machilus sp.,121.0255975,24.65239417
Machilus sp.,121.0249072,24.65463861
Machilus sp.,120.8045229,22.21758404
Machilus sp.,121.3324203,25.0077534
Machilus sp.,121.1649823,24.87239352
Machilus sp.,121.5251993,24.83553558
Machilus sp.,121.6184167,24.96970833
Machilus sp.,120.7860844,24.17347166
Machilus sp.,121.5159723,24.17408027
Machilus sp.,120.905075,23.90577833
Machilus sp.,121.5830209,25.0826209
Machilus sp.,120.8800632,23.91858581
Machilus sp.,121.5679539,25.0886654
Machilus sp.,121.0345777,24.08908051
Machilus sp.,120.954847,24.241127
Machilus sp.,120.954847,24.241127
Machilus sp.,121.5008472,25.16252778
Machilus sp.,120.5791828,23.13822796
Machilus sp.,120.5791828,23.13822796
Machilus sp.,120.6159997,23.88399104
Machilus sp.,120.6047857,23.19806205
Machilus sp.,120.2651472,22.64988563
Machilus sp.,121.5865667,25.12893667
Machilus sp.,121.6315423,24.2821586
Machilus sp.,121.7051169,24.9406515
Machilus sp.,121.7254238,24.93452889
Machilus sp.,121.7254238,24.93452889
Machilus sp.,120.5475504,23.35801153
Machilus sp.,121.0003578,23.9794959
Machilus sp.,121.4518667,25.0980805
Machilus sp.,120.850875,22.42602778
Machilus sp.,121.528244,23.66395187
Machilus sp.,121.5284195,23.66448593
Machilus sp.,121.5284119,23.66453743
Machilus sp.,120.5195767,23.31043333
Machilus sp.,121.1175825,24.69378755
Machilus sp.,120.8528617,22.0788326
Machilus sp.,120.7929966,23.64951728
Machilus sp.,120.4813323,23.46857355
Machilus sp.,121.121005,24.690345
Machilus sp.,121.12,24.69
Machilus sp.,120.52221,23.30987667
Machilus sp.,120.7974472,22.75858938
Machilus sp.,120.9198616,23.85482215
Machilus sp.,120.9198616,23.85482215
Machilus sp.,120.5077582,23.3901263
Machilus sp.,121.4266667,25.1358333
Machilus sp.,121.5128894,25.17659153
Machilus sp.,121.4006255,24.82791494
Machilus sp.,121.4006255,24.82791494
Machilus sp.,121.117047,22.795375
Machilus sp.,121.0081216,24.2597987
Machilus sp.,121.14799,24.749869
Machilus sp.,121.4388686,24.71105785
Machilus sp.,121.6167967,24.97142833
Machilus sp.,121.5113677,25.28833536
Machilus sp.,121.0981667,24.831125
Machilus sp.,121.116631,24.763613
Machilus sp.,121.5227262,23.72029195
Machilus sp.,120.8808407,24.44888381
Machilus sp.,121.5015633,25.15993617
Machilus sp.,120.7309952,24.36198044
Machilus sp.,121.176773,22.878326
Machilus sp.,121.3026868,25.06985138
Machilus sp.,120.4834643,23.4695155
Machilus sp.,121.596387,25.1035063
Machilus sp.,121.6501944,25.05514686
Machilus sp.,121.5409867,25.17087
Machilus sp.,121.2999416,25.06501934
Machilus sp.,120.4818754,23.46789838
Machilus sp.,121.6375453,24.7547762
Machilus sp.,120.9392389,24.52178889
Machilus sp.,120.666163,24.15695444
Machilus sp.,121.1354412,24.68529109
Machilus sp.,120.608412,23.42998766
Machilus sp.,120.5692231,23.18637758
Machilus sp.,121.0527195,24.74668833
Machilus sp.,120.5347242,23.12312102
Machilus sp.,120.804737,22.21779746
Machilus sp.,121.1487212,24.75058309
Machilus sp.,121.1499759,24.74937628
Machilus sp.,121.4206976,25.12783072
Machilus sp.,121.4496212,25.04212653
Machilus sp.,121.1386879,24.69852093
Machilus sp.,121.1392794,24.69904586
Machilus sp.,121.594713,25.1311712
Machilus sp.,121.023063,24.65914
Machilus sp.,121.023063,24.65914
Machilus sp.,120.4910342,23.47471627
Machilus sp.,120.6161104,23.88403007
Machilus sp.,121.5697382,25.09194493
Machilus sp.,120.7967617,24.19308
Machilus sp.,121.084743,22.854729
Machilus sp.,121.7514722,25.12415282
Machilus sp.,120.6156928,23.75376306
Machilus sp.,120.949432,24.272869
Machilus sp.,121.6974633,25.213255
Machilus sp.,120.4882219,23.47505983
Machilus sp.,120.4867038,23.4768555
Machilus sp.,120.4935423,23.4700267
Machilus sp.,120.4935423,23.4700267
Machilus sp.,120.5189209,22.91261292
Machilus sp.,120.4901417,23.47486389
Machilus sp.,120.4899667,23.47459444
Machilus sp.,120.4916833,23.47586389
Machilus sp.,120.4644986,23.4835389
Machilus sp.,120.4679616,23.48219111
Machilus sp.,120.7170846,23.49827355
Machilus sp.,120.7161892,23.49826541
Machilus sp.,120.7132598,23.4734037
Machilus sp.,121.1039888,24.76497833
Machilus sp.,121.1043856,24.76438462
Machilus sp.,120.717015,23.498375
Machilus sp.,120.8059289,24.365938
Machilus sp.,120.8059289,24.365938
Machilus sp.,120.8059289,24.365938
Machilus sp.,120.6836351,23.38325581
Machilus sp.,120.4681467,23.47666667
Machilus sp.,121.107855,24.764441
Machilus sp.,120.489881,23.474667
Machilus sp.,120.5840733,23.43530167
Machilus sp.,120.5844517,23.43505333
Machilus sp.,121.5257693,25.18613166
Machilus sp.,120.489471,23.474706
Machilus sp.,120.4676743,23.48242595
Machilus sp.,120.4949646,23.45623398
Machilus sp.,120.6047,23.459635
Machilus sp.,120.486702,23.47685623
Machilus sp.,121.5680186,25.090197
Machilus sp.,121.5208608,25.1838032
Machilus sp.,121.0293227,24.09490049
Machilus sp.,121.3117523,23.63378906
Machilus sp.,121.5575027,25.01555634
Machilus sp.,120.7970599,24.19039608
Machilus sp.,120.7900117,24.52836177
Machilus sp.,120.9491472,24.27110765
Machilus sp.,121.638382,25.12648392
Machilus sp.,121.7045574,25.15940857
Machilus sp.,121.565834,25.1072216
Machilus sp.,121.5619459,25.15113996
Machilus sp.,121.3254776,23.64587021
Machilus sp.,121.6216883,24.970025
Machilus sp.,120.996762,23.857343
Machilus sp.,120.438472,23.5406888
Machilus sp.,121.9254217,24.992645
Machilus sp.,120.9815363,24.78884996
Machilus sp.,120.4830633,23.46871667
Machilus sp.,121.0361083,23.9899
Machilus sp.,121.4483817,24.82529667
Machilus sp.,120.59033,23.43340167
Machilus sp.,121.5547434,25.01673823
Machilus sp.,121.5353389,25.01645655
Machilus sp.,121.7283252,24.82733112
Machilus sp.,121.5494766,25.18055534
Machilus sp.,120.741294,24.441267
Machilus sp.,120.966771,22.606061
Machilus sp.,121.3100904,25.04249799
Machilus sp.,121.5326118,24.95391417
Machilus sp.,121.7422487,24.7974318
Machilus sp.,120.7782619,22.40476818
Machilus sp.,120.77719,24.05385167
Machilus sp.,121.5798531,25.07307529
Machilus sp.,120.9385833,24.52226833
Machilus sp.,120.9385833,24.52226833
Machilus sp.,121.559113,22.037239
Machilus sp.,121.5899963,25.04416656
Machilus sp.,121.3447571,23.61779976
Machilus sp.,121.6702423,24.56734085
Machilus sp.,121.7381584,24.79802873
Machilus sp.,121.7387355,24.79535627
Machilus sp.,121.7428033,24.79285939
Machilus sp.,121.741806,24.79322243
Machilus sp.,121.7737579,24.86234474
Machilus sp.,121.7773514,24.85980225
Machilus sp.,121.7743607,24.85271835
Machilus sp.,121.1033004,24.83151237
Machilus sp.,120.684707,23.69271301
Machilus sp.,120.6810903,23.71432738
Machilus sp.,121.5948417,24.95909167
Machilus sp.,121.5711212,25.16386986
Machilus sp.,121.7207794,24.92016411
Machilus sp.,121.6878662,24.90924263
Machilus sp.,121.0329981,24.08457312
Machilus sp.,121.7500008,24.617722
Machilus sp.,121.623305,24.97055333
Machilus sp.,120.689825,23.70238833
Machilus sp.,121.7510529,24.63901329
Machilus sp.,120.9872035,24.79032276
Machilus sp.,120.787122,23.66608679
Machilus sp.,121.520428,25.18508385
Machilus sp.,121.7401152,24.80167182
Machilus sp.,121.5146419,25.18343138
Machilus sp.,121.9209488,25.12532511
Machilus sp.,120.4683273,23.48350943
Machilus sp.,120.4684965,23.48354847
Machilus sp.,120.4669059,23.4858018
Machilus sp.,120.4684223,23.48352928
Machilus sp.,120.4685041,23.48353062
Machilus sp.,120.4684475,23.48359244
Machilus sp.,120.4684501,23.48358802
Machilus sp.,120.4655988,23.4842467
Machilus sp.,120.4669059,23.4858018
Machilus sp.,120.6158349,23.75384755
Machilus sp.,121.3701083,24.87600833
Machilus sp.,121.079913,22.857663
Machilus sp.,120.6122589,23.91975212
Machilus sp.,120.799322,24.2680457
Machilus sp.,120.7898955,23.94523753
Machilus sp.,120.8015679,23.82815646
Machilus sp.,120.779629,23.85714684
Machilus sp.,121.7391868,24.79343335
Machilus sp.,121.7388763,24.79431328
Machilus sp.,121.678315,25.0855
Machilus sp.,120.4989293,23.26316918
Machilus sp.,121.3933033,24.99326333
Machilus sp.,120.6450278,23.419025
Machilus sp.,121.5662167,25.1666445
Machilus sp.,121.5608883,25.19430144
Machilus sp.,121.05768,22.892599
Machilus sp.,121.6406097,25.12085531
